time,open,high,low,close,K,D
2012-12-18T19:00:00-05:00,1435.81,1435.81,1435.81,1435.81,79.7127156571134,66.38197558315943
2012-12-19T19:00:00-05:00,1443.69,1443.69,1443.69,1443.69,76.90248164711967,74.89034642909857
2012-12-20T19:00:00-05:00,1430.15,1430.15,1430.15,1430.15,52.11409254617114,69.57642995013474
2012-12-23T19:00:00-05:00,1426.66,1426.66,1426.66,1426.66,37.74020097190858,55.585591721733145
2012-12-25T19:00:00-05:00,1419.83,1419.83,1419.83,1419.83,12.656022597208292,34.17010537176267
2012-12-26T19:00:00-05:00,1418.1,1418.1,1418.1,1418.1,4.111078364823495,18.169100644646793
2012-12-27T19:00:00-05:00,1402.43,1402.43,1402.43,1402.43,2.3684757858670005e-15,5.5890336540105965
2012-12-30T19:00:00-05:00,1426.19,1426.19,1426.19,1426.19,15.137407773651569,6.416162046158355
2013-01-01T19:00:00-05:00,1462.42,1462.42,1462.42,1462.42,45.8663675547156,20.33459177612239
2013-01-02T19:00:00-05:00,1459.37,1459.37,1459.37,1459.37,74.70991826767568,45.23789786534761
2013-01-03T19:00:00-05:00,1466.47,1466.47,1466.47,1466.47,91.04438501985796,70.54022361408308
2013-01-06T19:00:00-05:00,1461.89,1461.89,1461.89,1461.89,88.74320841934112,84.83250390229158
2013-01-07T19:00:00-05:00,1457.15,1457.15,1457.15,1457.15,85.16266264562363,88.31675202827422
2013-01-08T19:00:00-05:00,1461.02,1461.02,1461.02,1461.02,82.27695134974711,85.39427413823728
2013-01-09T19:00:00-05:00,1472.12,1472.12,1472.12,1472.12,87.18250150253327,84.87403849930134
2013-01-10T19:00:00-05:00,1472.05,1472.05,1472.05,1472.05,95.1964454340897,88.21863276212336
2013-01-13T19:00:00-05:00,1470.68,1470.68,1470.68,1470.68,98.71383277710714,93.69759323791004
2013-01-14T19:00:00-05:00,1472.34,1472.34,1472.34,1472.34,98.32878496112359,97.41302105744013
2013-01-15T19:00:00-05:00,1472.63,1472.63,1472.63,1472.63,98.15613056271792,98.39958276698287
2013-01-16T19:00:00-05:00,1480.94,1480.94,1480.94,1480.94,99.38591332307647,98.62360961563934
2013-01-17T19:00:00-05:00,1485.98,1485.98,1485.98,1485.98,99.77096113906002,99.1043350082848
2013-01-21T19:00:00-05:00,1492.56,1492.56,1492.56,1492.56,100,99.7189581540455
2013-01-22T19:00:00-05:00,1494.81,1494.81,1494.81,1494.81,100,99.92365371302002
2013-01-23T19:00:00-05:00,1494.82,1494.82,1494.82,1494.82,100,100
2013-01-24T19:00:00-05:00,1502.96,1502.96,1502.96,1502.96,100,100
2013-01-27T19:00:00-05:00,1500.18,1500.18,1500.18,1500.18,94.33984586041906,98.11328195347302
2013-01-28T19:00:00-05:00,1507.84,1507.84,1507.84,1507.84,94.33984586041908,96.22656390694605
2013-01-29T19:00:00-05:00,1501.96,1501.96,1501.96,1501.96,78.49451713689645,89.05806961924486
2013-01-30T19:00:00-05:00,1498.11,1498.11,1498.11,1498.11,58.372283657560125,77.06888221829188
2013-01-31T19:00:00-05:00,1513.17,1513.17,1513.17,1513.17,49.67529486018645,62.180698551547685
2013-02-03T19:00:00-05:00,1495.71,1495.71,1495.71,1495.71,32.187290250375746,46.74495625604079
2013-02-04T19:00:00-05:00,1511.29,1511.29,1511.29,1511.29,37.25253906155104,39.70504139070442
2013-02-05T19:00:00-05:00,1512.12,1512.12,1512.12,1512.12,25.850730731799747,31.76352001457552
2013-02-06T19:00:00-05:00,1509.39,1509.39,1509.39,1509.39,35.067677487274814,32.72364909354187
2013-02-07T19:00:00-05:00,1517.93,1517.93,1517.93,1517.93,38.52847778259635,33.148962000556985
2013-02-10T19:00:00-05:00,1517.01,1517.01,1517.01,1517.01,39.919146250936194,37.838433840269126
2013-02-11T19:00:00-05:00,1519.43,1519.43,1519.43,1519.43,47.356669643416524,41.934764558983034
2013-02-12T19:00:00-05:00,1520.33,1520.33,1520.33,1520.33,48.71689152018024,45.330902471510996
2013-02-13T19:00:00-05:00,1521.38,1521.38,1521.38,1521.38,52.489242921263106,49.5209346949533
2013-02-14T19:00:00-05:00,1519.79,1519.79,1519.79,1519.79,51.04310514353597,50.749746528326455
2013-02-18T19:00:00-05:00,1530.94,1530.94,1530.94,1530.94,65.01114189355236,56.18116331945049
2013-02-19T19:00:00-05:00,1511.95,1511.95,1511.95,1511.95,46.61358581792127,54.22261095166988
2013-02-20T19:00:00-05:00,1502.42,1502.42,1502.42,1502.42,31.405253447693024,47.676660386388896
2013-02-21T19:00:00-05:00,1515.6,1515.6,1515.6,1515.6,10.44565660852847,29.488165291380934
2013-02-24T19:00:00-05:00,1487.85,1487.85,1487.85,1487.85,10.445656608528468,17.43218888825
2013-02-25T19:00:00-05:00,1496.94,1496.94,1496.94,1496.94,15.558760582684195,12.150024599913726
2013-02-26T19:00:00-05:00,1515.99,1515.99,1515.99,1515.99,19.409393986386835,15.137937059199848
2013-02-27T19:00:00-05:00,1514.68,1514.68,1514.68,1514.68,32.97281955952144,22.646991376197505
2013-02-28T19:00:00-05:00,1518.2,1518.2,1518.2,1518.2,43.06769573079142,31.816636425566582
2013-03-03T19:00:00-05:00,1525.2,1525.2,1525.2,1525.2,47.197914509502766,41.07947659993856
2013-03-04T19:00:00-05:00,1539.79,1539.79,1539.79,1539.79,58.068937689828054,49.44484931004076
2013-03-05T19:00:00-05:00,1541.46,1541.46,1541.46,1541.46,67.94045854049052,57.73577024660713
2013-03-06T19:00:00-05:00,1544.26,1544.26,1544.26,1544.26,75.71306658778701,67.24082093936855
